0,1,2,3,biosyn_class
106.0,32.0,5.282333435190714,0.0,NRP
464.0,102.0,5.408669304438204,0.0,Other
460.0,465.0,5.531619886446696,0.0,Other
466.0,157.0,5.54057774760031,0.0,Alkaloid
467.0,246.0,5.574464963613491,0.0,Polyketide
468.0,247.0,5.705378908263451,0.0,Alkaloid
463.0,469.0,5.732010504012137,0.0,NRP
470.0,11.0,6.124581684877962,0.0,RiPP
471.0,9.0,6.620413043336258,0.0,NRP
18.0,231.0,6.834287814871734,0.0,Terpene
472.0,162.0,6.929909148429147,0.0,NRP
474.0,473.0,7.235671535960149,0.0,NRP
475.0,318.0,7.401181245591306,0.0,Polyketide
