,Model,Neighbours,Distance,Weight,Trustworthiness,Accuracy,Bal. Accuracy,Cohen K,Matt. Corr. Coef
159,xg,30,0.2,0.2,0.9837761026677176,0.7261648745519713 +/- 0.0509640756996487,0.6497404601571268 +/- 0.059168841342298426,0.5811640376156967 +/- 0.022469600350046633,0.5878000192111883 +/- 0.02153213740602038
160,rf,30,0.2,0.3,0.9813528919085276,0.774910394265233 +/- 0.04253850243284591,0.7011965272381939 +/- 0.056738570684007915,0.6724268263560002 +/- 0.02179059156598684,0.6746122825089367 +/- 0.02147296181710204
161,ada_rf,30,0.2,0.3,0.9813528919085276,0.7781362007168459 +/- 0.039176859204216034,0.7017551892551892 +/- 0.05260867610863269,0.6787792579622488 +/- 0.020122824826230564,0.6812778268863122 +/- 0.019434066143617014
162,nn,30,0.2,0.3,0.9813528919085276,0.7845878136200717 +/- 0.03751326796200929,0.7262605064688398 +/- 0.049705629336964825,0.6123633452416072 +/- 0.023769826511365028,0.6174247348029747 +/- 0.023162216641379862
163,knn,30,0.2,0.3,0.9813528919085276,0.7433691756272401 +/- 0.03478352162759254,0.6544133335800002 +/- 0.053461051702743526,0.6176473853721265 +/- 0.023919832942420526,0.6213183444897654 +/- 0.023467723975741765
164,xg,30,0.2,0.3,0.9813528919085276,0.7469534050179212 +/- 0.038171738376150316,0.6703258161591494 +/- 0.05426526660770813,0.6424065623229785 +/- 0.019578311208182098,0.6453885361851841 +/- 0.018802573743854894
165,rf,30,0.2,0.4,0.9741963974032094,0.8086021505376344 +/- 0.032245702735826054,0.7477648894315561 +/- 0.04755181469212967,0.7394485403933044 +/- 0.022442141065466256,0.7408194885027689 +/- 0.022029519592620395
166,ada_rf,30,0.2,0.4,0.9741963974032094,0.8064516129032258 +/- 0.03106173680552578,0.7464433329016662 +/- 0.045862879382039104,0.7339014019609813 +/- 0.020732881017692998,0.7353499070481768 +/- 0.020628999479385648
167,nn,30,0.2,0.4,0.9741963974032094,0.8100358422939068 +/- 0.0316130461574553,0.7584042115292116 +/- 0.054088871116018844,0.6686837620155308 +/- 0.020818758333561758,0.6794924321062503 +/- 0.019717950570679953
168,knn,30,0.2,0.4,0.9741963974032094,0.7799283154121863 +/- 0.03764588344936354,0.7238714603297937 +/- 0.04790521802479552,0.6417858213359476 +/- 0.021594827493917994,0.6444876494080898 +/- 0.0215263559335288
169,xg,30,0.2,0.4,0.9741963974032094,0.7942652329749104 +/- 0.025684629862491194,0.7250149156399157 +/- 0.047893860898555574,0.735007228343749 +/- 0.0261483702773788,0.7370540932165318 +/- 0.025945170143009483
170,rf,30,0.2,0.5,0.9541099281725635,0.886021505376344 +/- 0.025508101104923898,0.8345495553828887 +/- 0.043627079589702814,0.8079407053998334 +/- 0.0214157596341535,0.8093091876342335 +/- 0.021360082426349625
171,ada_rf,30,0.2,0.5,0.9541099281725635,0.8849462365591397 +/- 0.02543766903002988,0.8394367206867207 +/- 0.04798479113549249,0.8087336496284528 +/- 0.02103304215043653,0.8105996259695324 +/- 0.020930837601843198
172,nn,30,0.2,0.5,0.9541099281725635,0.8688172043010752 +/- 0.0294000244394585,0.8341971685721685 +/- 0.04553739692123459,0.8227566838765547 +/- 0.023244622359417415,0.8234078640831733 +/- 0.023212810042204483
173,knn,30,0.2,0.5,0.9541099281725635,0.8422939068100359 +/- 0.02264910668587396,0.7712264201847535 +/- 0.050767977934838775,0.7745025133949537 +/- 0.026614168397842666,0.7754245682771675 +/- 0.026726911948485997
174,xg,30,0.2,0.5,0.9541099281725635,0.8691756272401434 +/- 0.029895344987501894,0.8154976967476968 +/- 0.04929532246273352,0.7766648192285575 +/- 0.02488906493185187,0.778755920179114 +/- 0.024614320633061404
175,rf,30,0.3,0.1,0.9877323228398419,0.7078853046594982 +/- 0.03862340872495366,0.6444430954847622 +/- 0.04924825021595469,0.5200958707000404 +/- 0.026028610092197584,0.5237926046602857 +/- 0.025520976064941733
176,ada_rf,30,0.3,0.1,0.9877323228398419,0.7082437275985664 +/- 0.041186114535150024,0.6415320404903738 +/- 0.049859818233612706,0.5108143322867764 +/- 0.021356547539592315,0.514679494496509 +/- 0.02076421103337504
177,nn,30,0.3,0.1,0.9877323228398419,0.7197132616487455 +/- 0.04253850243284591,0.6429143002059668 +/- 0.049647123243170166,0.5697068697323737 +/- 0.024777889433957593,0.5752918560530713 +/- 0.023935214219386085
178,knn,30,0.3,0.1,0.9877323228398419,0.682078853046595 +/- 0.044530378884723505,0.6036459296875963 +/- 0.06098029483917084,0.461166933514288 +/- 0.03076365759189745,0.47037738014514086 +/- 0.03081373178367661
179,xg,30,0.3,0.1,0.9877323228398419,0.6835125448028674 +/- 0.03534634006642926,0.618111672278339 +/- 0.04825945450019453,0.5592229009975144 +/- 0.023700611172083174,0.5640050631881622 +/- 0.022720977518210204
180,rf,30,0.3,0.2,0.9864675777390455,0.7648745519713261 +/- 0.044265470655266356,0.6938827376327377 +/- 0.0639788803524458,0.6046651043350919 +/- 0.026495198219965654,0.6072388192806811 +/- 0.026158788453004473
181,ada_rf,30,0.3,0.2,0.9864675777390455,0.7591397849462366 +/- 0.03959358320972893,0.6937014759931427 +/- 0.06033219767768102,0.6160343634761926 +/- 0.026953845831218046,0.6192351943840031 +/- 0.026451934303418148
182,nn,30,0.3,0.2,0.9864675777390455,0.7383512544802867 +/- 0.04248223041263643,0.6813626188626188 +/- 0.05899879625030326,0.5730686205632736 +/- 0.024860313084323238,0.584451464358232 +/- 0.024509521275416793
183,knn,30,0.3,0.2,0.9864675777390455,0.7025089605734767 +/- 0.03553196517479929,0.6215101256767923 +/- 0.060334513324801047,0.5590437012864231 +/- 0.03007232742652863,0.5622870930570044 +/- 0.029850798255395623
184,xg,30,0.3,0.2,0.9864675777390455,0.7455197132616488 +/- 0.03864920639590851,0.6657876459959793 +/- 0.05945545909674497,0.5699679992983847 +/- 0.023823957717802685,0.5752816644964273 +/- 0.02343198246479636
185,rf,30,0.3,0.3,0.9805336915453815,0.7594982078853046 +/- 0.04211936273202855,0.6739570999987666 +/- 0.05262362764836275,0.6564354941433266 +/- 0.019283947896511576,0.6590905676359363 +/- 0.01895680036783621
186,ada_rf,30,0.3,0.3,0.9805336915453815,0.7612903225806451 +/- 0.03729119414419789,0.6717347852764519 +/- 0.05131150196435377,0.6797680322253115 +/- 0.017946521299739074,0.6808577112837323 +/- 0.017762307262993337
187,nn,30,0.3,0.3,0.9805336915453815,0.7637992831541218 +/- 0.045836307560062836,0.6869710150960151 +/- 0.05689343039917246,0.648570928784936 +/- 0.02312060595445937,0.6529170163644665 +/- 0.022696528074805773
188,knn,30,0.3,0.3,0.9805336915453815,0.7172043010752688 +/- 0.04004912839329036,0.6318329818329818 +/- 0.0635393138601394,0.5928379856181497 +/- 0.02348690934109941,0.6000248857751025 +/- 0.022793931682680405
189,xg,30,0.3,0.3,0.9805336915453815,0.7383512544802867 +/- 0.03541958123959553,0.6572103051269718 +/- 0.04217611082895339,0.6774533714751076 +/- 0.018513076305448423,0.6798191021832779 +/- 0.018232139014438244
190,rf,30,0.3,0.4,0.9737770524723909,0.7870967741935484 +/- 0.033932561660667944,0.7218924208507542 +/- 0.04239312276665472,0.7197128119240862 +/- 0.021027518958769167,0.7202717593210355 +/- 0.020986793294151474
191,ada_rf,30,0.3,0.4,0.9737770524723909,0.7860215053763441 +/- 0.033690835878107984,0.7265511109261109 +/- 0.04326720176941155,0.6995433690059087 +/- 0.013793271863958694,0.7004504497550262 +/- 0.013678171586989814
192,nn,30,0.3,0.4,0.9737770524723909,0.7913978494623656 +/- 0.03969415127421886,0.7378618295284962 +/- 0.05317741066163174,0.6866560113065826 +/- 0.024848036940916415,0.6905925654010855 +/- 0.02381839573209314
193,knn,30,0.3,0.4,0.9737770524723909,0.7702508960573476 +/- 0.03740683706482909,0.6976538893205559 +/- 0.05710292610000408,0.6160853364709916 +/- 0.01500949002910349,0.6208690731876966 +/- 0.014451985154017369
194,xg,30,0.3,0.4,0.9737770524723909,0.7587813620071685 +/- 0.036016754990708236,0.6767387704887705 +/- 0.052083640881398295,0.6676700978898369 +/- 0.019774765525664026,0.6689192405303912 +/- 0.019873542572562127
195,rf,30,0.3,0.5,0.9601899609346571,0.8716845878136201 +/- 0.02850960259060303,0.8247872497872498 +/- 0.04670190444211529,0.7972428024527302 +/- 0.015493502593159444,0.7982765812488227 +/- 0.015401482478281874
196,ada_rf,30,0.3,0.5,0.9601899609346571,0.874910394265233 +/- 0.021594796174038786,0.8286113192363193 +/- 0.04796685819505259,0.7978689836854256 +/- 0.015089280474646666,0.7992597922080071 +/- 0.01505018212118649
197,nn,30,0.3,0.5,0.9601899609346571,0.8673835125448028 +/- 0.0256224644711479,0.8397330678580679 +/- 0.046460495773607474,0.7644655082267924 +/- 0.016930993846007266,0.7685391285958768 +/- 0.016180403570286873
198,knn,30,0.3,0.5,0.9601899609346571,0.8258064516129032 +/- 0.03404985396224004,0.7689311074727742 +/- 0.05615314254796149,0.7298864743932486 +/- 0.020079624586536747,0.7311431231361389 +/- 0.019903967899821802
199,xg,30,0.3,0.5,0.9601899609346571,0.8405017921146953 +/- 0.027389833880741565,0.774168578335245 +/- 0.05034365667483849,0.7509846630469286 +/- 0.02118215062560568,0.752904896756243 +/- 0.02107808574865664
200,rf,30,0.4,0.1,0.9872446413130495,0.7 +/- 0.03926495811665277,0.6441007295173962 +/- 0.05762608740743756,0.5925116424915254 +/- 0.02371987472355795,0.5962785023204635 +/- 0.023737986520647257
201,ada_rf,30,0.4,0.1,0.9872446413130495,0.7010752688172043 +/- 0.03782198078729439,0.638904613904614 +/- 0.054046831970478486,0.5571919916469774 +/- 0.030214268421284933,0.5612150145188793 +/- 0.029981091002855564
202,nn,30,0.4,0.1,0.9872446413130495,0.6867383512544802 +/- 0.03732681474086078,0.6337554035470703 +/- 0.049431665212849744,0.4432091739971781 +/- 0.029149946065116575,0.4653329089240672 +/- 0.0288233304075553
203,knn,30,0.4,0.1,0.9872446413130495,0.6551971326164875 +/- 0.05058717925269491,0.5886883178549845 +/- 0.07499577207450844,0.4645836559112018 +/- 0.028460675630106312,0.47634948802388805 +/- 0.029141128073783575
204,xg,30,0.4,0.1,0.9872446413130495,0.6921146953405019 +/- 0.03188304231785773,0.6329205902122569 +/- 0.05309181012575663,0.5967933521537112 +/- 0.026661688712069434,0.604474418764592 +/- 0.025988536741297096
205,rf,30,0.4,0.2,0.9870064253669392,0.696057347670251 +/- 0.04596225757111148,0.6267021173271173 +/- 0.05617323705720508,0.49958667153907316 +/- 0.027924090306479608,0.5058745829921109 +/- 0.026793455272937167
206,ada_rf,30,0.4,0.2,0.9870064253669392,0.7017921146953405 +/- 0.04914808290093469,0.6337840785757453 +/- 0.05031198183792311,0.5136057558960185 +/- 0.028835316432350645,0.5186143726522427 +/- 0.02793436897228372
207,nn,30,0.4,0.2,0.9870064253669392,0.7301075268817204 +/- 0.032608405300045544,0.6869645400895401 +/- 0.052909694266876715,0.4605743398795077 +/- 0.025878756855788127,0.47041633150123596 +/- 0.025427881565443317
208,knn,30,0.4,0.2,0.9870064253669392,0.6594982078853047 +/- 0.04503339530490544,0.5934983997483997 +/- 0.05904485866177741,0.48618373946296384 +/- 0.019333294207738102,0.4963285507313107 +/- 0.01877449955008318
209,xg,30,0.4,0.2,0.9870064253669392,0.6709677419354839 +/- 0.04721735266782253,0.5881947527780861 +/- 0.058218923224313775,0.4681167259790153 +/- 0.03256310963933811,0.4748597948911336 +/- 0.03153666490504045
210,rf,30,0.4,0.3,0.9800142347349736,0.7566308243727599 +/- 0.04125865231680048,0.6794078606578606 +/- 0.05784840171164399,0.6498911791438815 +/- 0.01941826547438615,0.6516346848951173 +/- 0.01941298938966213
211,ada_rf,30,0.4,0.3,0.9800142347349736,0.7516129032258064 +/- 0.03802697947463621,0.6792810969894303 +/- 0.05656547798715604,0.6400759907270629 +/- 0.022526579105696064,0.6421508071369861 +/- 0.022486230798582117
212,nn,30,0.4,0.3,0.9800142347349736,0.7376344086021506 +/- 0.03430648547488537,0.6780028227944894 +/- 0.050845552627451586,0.391124311684463 +/- 0.030078619291047746,0.4098160894758538 +/- 0.03016638888351502
213,knn,30,0.4,0.3,0.9800142347349736,0.7329749103942652 +/- 0.0370426847246823,0.6491035199368532 +/- 0.056055024349209163,0.544987392334204 +/- 0.026552942189997392,0.5486489625383534 +/- 0.026128112158511022
214,xg,30,0.4,0.3,0.9800142347349736,0.7412186379928315 +/- 0.035487054309779116,0.6661189119522453 +/- 0.05206420840469898,0.6310407194500822 +/- 0.016283183504494994,0.6373432919212347 +/- 0.016322500144181178
215,rf,30,0.4,0.4,0.9748671815348103,0.792831541218638 +/- 0.03304362161890784,0.7407475626225626 +/- 0.045144457127565187,0.670910099450101 +/- 0.022558012468932027,0.672375781867038 +/- 0.022266071344508264
216,ada_rf,30,0.4,0.4,0.9748671815348103,0.7989247311827957 +/- 0.028955941386139147,0.7419605857105857 +/- 0.04613149834149091,0.6924615689026092 +/- 0.023021500327998518,0.6941281578134028 +/- 0.022800642853725298
217,nn,30,0.4,0.4,0.9748671815348103,0.7806451612903226 +/- 0.03805318148937241,0.7198607719441052 +/- 0.05978598596322358,0.648414805144926 +/- 0.023818500458339217,0.6594153076741021 +/- 0.022359522409252562
218,knn,30,0.4,0.4,0.9748671815348103,0.7562724014336918 +/- 0.03439160376072535,0.6719624125874126 +/- 0.05949799597148941,0.6351250119922103 +/- 0.028314981390918953,0.6378244444341206 +/- 0.027610029590006604
219,xg,30,0.4,0.4,0.9748671815348103,0.7827956989247312 +/- 0.03782198078729438,0.7204522329522329 +/- 0.060804975539484725,0.6264399523206877 +/- 0.020063496114063262,0.6300118024659325 +/- 0.019538473975646363
220,rf,30,0.4,0.5,0.963345286070066,0.8498207885304659 +/- 0.029681198586479114,0.785383251008251 +/- 0.05557533364349151,0.7528746710263202 +/- 0.01969116905928882,0.7538298803133614 +/- 0.019573214124787106
221,ada_rf,30,0.4,0.5,0.963345286070066,0.8516129032258065 +/- 0.02843492111958236,0.7870898777148777 +/- 0.05275488544183921,0.7637508067300396 +/- 0.017783967355084324,0.7648633500429315 +/- 0.01756443581017606
222,nn,30,0.4,0.5,0.963345286070066,0.8437275985663083 +/- 0.03128342645821925,0.7996321194237861 +/- 0.056965031659163355,0.7443928152453543 +/- 0.01574976105385787,0.7550086465293272 +/- 0.015164843474961907
223,knn,30,0.4,0.5,0.963345286070066,0.8182795698924731 +/- 0.03485413264039171,0.744527232027232 +/- 0.06825210713328693,0.7439216017668943 +/- 0.0221675431678072,0.7445720603102344 +/- 0.02207161217437012
224,xg,30,0.4,0.5,0.963345286070066,0.8247311827956989 +/- 0.030693747302837728,0.75016923662757 +/- 0.05228423442984276,0.7278543616490416 +/- 0.016994699685694028,0.7292406077502459 +/- 0.016733482273408058
225,rf,30,0.5,0.1,0.9881488553620175,0.6935483870967742 +/- 0.043995946941140375,0.625988825988826 +/- 0.05183668435696815,0.5550619329303308 +/- 0.026976454452200843,0.5580182342661233 +/- 0.026498995214073777
226,ada_rf,30,0.5,0.1,0.9881488553620175,0.6881720430107526 +/- 0.04553231422472007,0.6231100689434023 +/- 0.06153162265098117,0.5464487175985475 +/- 0.02812085714516318,0.55008909363273 +/- 0.027427045498429895
227,nn,30,0.5,0.1,0.9881488553620175,0.7 +/- 0.04201194744067505,0.6456030466447134 +/- 0.05347569494800776,0.39042815565872735 +/- 0.01918331559766396,0.4044155595083295 +/- 0.01905829581622167
228,knn,30,0.5,0.1,0.9881488553620175,0.6387096774193548 +/- 0.038882324177212484,0.5729017895684562 +/- 0.05953847429200982,0.467409783442107 +/- 0.029256058124026086,0.47453119746157524 +/- 0.02929967082714404
229,xg,30,0.5,0.1,0.9881488553620175,0.6770609318996416 +/- 0.04324033400530444,0.6057895422478756 +/- 0.05297553998526614,0.5479907072026746 +/- 0.02968252474900158,0.5551016570575953 +/- 0.028654200695928396
230,rf,30,0.5,0.2,0.984945620598673,0.6931899641577061 +/- 0.04242588375550272,0.62893144663978 +/- 0.06072983310675872,0.5271736325458789 +/- 0.02279125476979758,0.5311753158406191 +/- 0.022174157116410152
231,ada_rf,30,0.5,0.2,0.984945620598673,0.6946236559139785 +/- 0.04068616208650037,0.6266784527201193 +/- 0.06417813216269463,0.542398387974848 +/- 0.02239730411925757,0.5464712013724371 +/- 0.021842364476762913
232,nn,30,0.5,0.2,0.984945620598673,0.6971326164874552 +/- 0.043111055952012006,0.6242203013036346 +/- 0.04967956833447235,0.4973450976360696 +/- 0.029376654950637317,0.5032427506253574 +/- 0.028698467240696638
233,knn,30,0.5,0.2,0.984945620598673,0.6483870967741936 +/- 0.04759999208649151,0.5585865137948471 +/- 0.0687173700547963,0.4622233461000291 +/- 0.03254386483589669,0.46837020715546196 +/- 0.03163252661354863
234,xg,30,0.5,0.2,0.984945620598673,0.6817204301075269 +/- 0.04830256695963953,0.608140547723881 +/- 0.06649469414660603,0.5451193122782498 +/- 0.02670752471230284,0.5502734018685266 +/- 0.026365718379932436
235,rf,30,0.5,0.3,0.9859856690510465,0.7103942652329749 +/- 0.03571104383205418,0.647569367361034 +/- 0.047439281387256865,0.5966893447015562 +/- 0.024224101775488893,0.6001623998997943 +/- 0.024316701348188117
236,ada_rf,30,0.5,0.3,0.9859856690510465,0.7111111111111111 +/- 0.03785710195818937,0.6479714344297678 +/- 0.05544712369387192,0.5827088724691589 +/- 0.024668632876884117,0.5867893602402009 +/- 0.025264636960661186
237,nn,30,0.5,0.3,0.9859856690510465,0.6978494623655914 +/- 0.04573762238624261,0.6139890587807254 +/- 0.05976029778442277,0.3452893271705608 +/- 0.020331546143302574,0.3681535595480139 +/- 0.020377723964489513
238,knn,30,0.5,0.3,0.9859856690510465,0.6827956989247312 +/- 0.035690569982501565,0.6072350103600104 +/- 0.05182136449260681,0.554506462168252 +/- 0.028204753594774583,0.5609917950800969 +/- 0.027987359719390377
239,xg,30,0.5,0.3,0.9859856690510465,0.7046594982078853 +/- 0.04462428877093294,0.6287457527040861 +/- 0.06129095394218951,0.5797188002651187 +/- 0.026584929371680232,0.5874902844537341 +/- 0.025709753213006933
240,rf,30,0.5,0.4,0.9758045524014639,0.7842293906810036 +/- 0.03670208410333756,0.7276912131078798 +/- 0.04700718829782631,0.6741196897504054 +/- 0.018296068159912495,0.6774876126571561 +/- 0.017952818524630827
241,ada_rf,30,0.5,0.4,0.9758045524014639,0.7831541218637993 +/- 0.03527859787030597,0.7250380792047458 +/- 0.04586737692916097,0.67569677038671 +/- 0.0199328961865507,0.6794684106199661 +/- 0.0195069605607429
242,nn,30,0.5,0.4,0.9758045524014639,0.7673835125448029 +/- 0.04249630540331193,0.6955127048877049 +/- 0.06259351616428205,0.6208531349107882 +/- 0.020309066913722633,0.6311405760365353 +/- 0.019515554723629872
243,knn,30,0.5,0.4,0.9758045524014639,0.7401433691756273 +/- 0.03550390254161419,0.6606946294446294 +/- 0.06267482536012536,0.6398188034640196 +/- 0.017765301695837583,0.6439736274657902 +/- 0.017634236946673026
244,xg,30,0.5,0.4,0.9758045524014639,0.7734767025089606 +/- 0.04110859982177236,0.7084797147297147 +/- 0.04993035272486584,0.6375820934799996 +/- 0.019611206836525293,0.6389742287988104 +/- 0.01931692618770537
245,rf,30,0.5,0.5,0.9647062451507538,0.8551971326164874 +/- 0.02944519273224474,0.809215206090206 +/- 0.04244880548146768,0.8064976595651878 +/- 0.019214836077569367,0.8075731514378137 +/- 0.0192817092145283
246,ada_rf,30,0.5,0.5,0.9647062451507538,0.8544802867383513 +/- 0.029036148729721635,0.8188397636314303 +/- 0.04636628445659327,0.8170694584687394 +/- 0.019265676069556526,0.8182943867846054 +/- 0.019339821397754177
247,nn,30,0.5,0.5,0.9647062451507538,0.8505376344086022 +/- 0.02531197255224234,0.8094998751248751 +/- 0.03600376664439597,0.7345419718367527 +/- 0.021934613659204818,0.740169341575916 +/- 0.021579048214680437
248,knn,30,0.5,0.5,0.9647062451507538,0.810752688172043 +/- 0.030881517996740025,0.7436625488708822 +/- 0.0537119163577473,0.7494433405046256 +/- 0.01952739199284732,0.7508199990585437 +/- 0.019579086277839202
249,xg,30,0.5,0.5,0.9647062451507538,0.8279569892473119 +/- 0.03317207155557293,0.7608987848571181 +/- 0.05452285485432317,0.780965562784794 +/- 0.018393399351420238,0.7826008754324011 +/- 0.018464672892294063
250,rf,45,0.1,0.1,0.9796013765244534,0.6874551971326165 +/- 0.04101150040307942,0.6230383042883043 +/- 0.059953829780376076,0.5651929234549982 +/- 0.024148833136482913,0.5704003421976288 +/- 0.023613391428920445
251,ada_rf,45,0.1,0.1,0.9796013765244534,0.6888888888888889 +/- 0.048081955772453944,0.6262182262182262 +/- 0.057477320394392815,0.5751789948217945 +/- 0.027545278285114962,0.5802359589880656 +/- 0.026900580688984696
252,nn,45,0.1,0.1,0.9796013765244534,0.714336917562724 +/- 0.04108434648145099,0.6327734379817713 +/- 0.05037144147703128,0.46511190974200556 +/- 0.02699332311896305,0.47761987884302026 +/- 0.02571689434514737
253,knn,45,0.1,0.1,0.9796013765244534,0.6974910394265234 +/- 0.035576819346044494,0.6146021031437698 +/- 0.05916739489824531,0.5388784267002285 +/- 0.02680144752987924,0.546973611454029 +/- 0.02703488284413042
254,xg,45,0.1,0.1,0.9796013765244534,0.6720430107526881 +/- 0.03775340052998961,0.6042374292374292 +/- 0.05087300642099487,0.5077918626076234 +/- 0.026989303558245897,0.5121544716991354 +/- 0.027264213480806328
255,rf,45,0.1,0.2,0.9658192088961319,0.7437275985663082 +/- 0.03583920392069221,0.6639302826802826 +/- 0.05420399497927691,0.5916439039415128 +/- 0.024704106254393496,0.5952822263184505 +/- 0.024148331858483477
256,ada_rf,45,0.1,0.2,0.9658192088961319,0.7444444444444445 +/- 0.03656604586272504,0.661252019585353 +/- 0.0466995541534644,0.6074431618352738 +/- 0.01835891843493351,0.609268381307257 +/- 0.018481138929469072
257,nn,45,0.1,0.2,0.9658192088961319,0.7383512544802867 +/- 0.042762850031503465,0.657325776075776 +/- 0.05904514802925511,0.5175081781726113 +/- 0.021044317500185834,0.541283678661241 +/- 0.02085950734099479
258,knn,45,0.1,0.2,0.9658192088961319,0.7322580645161291 +/- 0.03260840530004555,0.6473279035779036 +/- 0.055799523783736205,0.5331208739062083 +/- 0.026912269875464696,0.5364172298309374 +/- 0.02649713886943541
259,xg,45,0.1,0.2,0.9658192088961319,0.7207885304659498 +/- 0.03323011196769514,0.6335824669158002 +/- 0.05010305763307079,0.6249329579506623 +/- 0.02681007590210864,0.6298669146533519 +/- 0.02616554085073077
260,rf,45,0.1,0.3,0.9707847492462877,0.8121863799283154 +/- 0.02689778286647252,0.74504292004292 +/- 0.04748678977306868,0.6928941644767995 +/- 0.017754396932236856,0.6949552083598437 +/- 0.017507395591027774
261,ada_rf,45,0.1,0.3,0.9707847492462877,0.8093189964157707 +/- 0.03143598809900242,0.7379479702396369 +/- 0.044435029743581454,0.6872834350351454 +/- 0.019877346715648066,0.689695578530516 +/- 0.01925531265646946
262,nn,45,0.1,0.3,0.9707847492462877,0.7960573476702509 +/- 0.03213216481085563,0.7292440969524303 +/- 0.05573904349681581,0.6302679278570242 +/- 0.020724775749688916,0.6435210626914617 +/- 0.019922569278421703
263,knn,45,0.1,0.3,0.9707847492462877,0.7702508960573476 +/- 0.03697805028953402,0.6741076438993105 +/- 0.06046360672302531,0.6173006328564501 +/- 0.03364501850007463,0.6240910338687112 +/- 0.03292640675295776
264,xg,45,0.1,0.3,0.9707847492462877,0.7924731182795699 +/- 0.04348551470175477,0.7191438962272295 +/- 0.060678543130317945,0.6656591823775673 +/- 0.024926874217276487,0.667509652897604 +/- 0.02465684321495855
265,rf,45,0.1,0.4,0.9525874479720634,0.8455197132616488 +/- 0.029411323015810224,0.7876469980636647 +/- 0.05924049377665667,0.7452419526864458 +/- 0.02458501862556545,0.7478450504948452 +/- 0.024600434275426467
266,ada_rf,45,0.1,0.4,0.9525874479720634,0.8465949820788531 +/- 0.02736799093677489,0.7874890541557208 +/- 0.05361449445256301,0.7410325449035953 +/- 0.022264780819959733,0.74415407068635 +/- 0.02229183327564779
267,nn,45,0.1,0.4,0.9525874479720634,0.8387096774193549 +/- 0.027231685616579234,0.7822482301648969 +/- 0.056266875216083125,0.7834724145405733 +/- 0.017520537517455127,0.7857481874419618 +/- 0.017137267773081097
268,knn,45,0.1,0.4,0.9525874479720634,0.7684587813620072 +/- 0.03700499502383451,0.6939603606270273 +/- 0.07112626420721907,0.6846939553651915 +/- 0.023236882102167504,0.6858759641160047 +/- 0.023229262475677012
269,xg,45,0.1,0.4,0.9525874479720634,0.8387096774193549 +/- 0.03144444204243855,0.7782129907129907 +/- 0.05520605667822773,0.7396547446037467 +/- 0.01925949011022675,0.7423361933420106 +/- 0.019308423330077422
270,rf,45,0.1,0.5,0.9292913200605508,0.9573476702508961 +/- 0.017966818580125547,0.9257593872177206 +/- 0.03850948880947234,0.9356914608135403 +/- 0.013246136142982897,0.936290561509519 +/- 0.013111621961424
271,ada_rf,45,0.1,0.5,0.9292913200605508,0.9573476702508961 +/- 0.01658202900498304,0.9246956746956747 +/- 0.03852143801729847,0.9462342611974577 +/- 0.011992073132536482,0.946591052437488 +/- 0.01192146596204109
272,nn,45,0.1,0.5,0.9292913200605508,0.9609318996415771 +/- 0.02045708527208204,0.9410186264352931 +/- 0.0459915909703835,0.9407740068288207 +/- 0.014966332477752604,0.941314419126946 +/- 0.01481217001116879
273,knn,45,0.1,0.5,0.9292913200605508,0.9451612903225807 +/- 0.01793720699250118,0.9024929160345827 +/- 0.04205963261875226,0.9241449988822584 +/- 0.014867527517395928,0.9243302707121769 +/- 0.014956447888040918
274,xg,45,0.1,0.5,0.9292913200605508,0.9594982078853047 +/- 0.019702584720001592,0.9338593505260172 +/- 0.0406217122089132,0.9095683763242848 +/- 0.01295721561647805,0.9109307929592962 +/- 0.012736840610998758
275,rf,45,0.2,0.1,0.9815498677037139,0.7082437275985664 +/- 0.04270687362029621,0.6354645354645354 +/- 0.06094236574635359,0.5376553004860638 +/- 0.028675814231403023,0.5424482216040776 +/- 0.028455552677224844
276,ada_rf,45,0.2,0.1,0.9815498677037139,0.7043010752688172 +/- 0.04697608990829517,0.6278585226501894 +/- 0.054275335262249355,0.5494843407211886 +/- 0.027894557426998975,0.5527128528609768 +/- 0.027696123115965914
277,nn,45,0.2,0.1,0.9815498677037139,0.7376344086021506 +/- 0.042600939722332386,0.672514985014985 +/- 0.059966625145686354,0.5574860327805441 +/- 0.02554531579365112,0.5647433952314967 +/- 0.025758348789442314
278,knn,45,0.2,0.1,0.9815498677037139,0.689247311827957 +/- 0.04423093107356237,0.6112754914838248 +/- 0.07173209948598502,0.5236167353303035 +/- 0.028851221234356534,0.5292743886594099 +/- 0.028516877212434552
279,xg,45,0.2,0.1,0.9815498677037139,0.6867383512544802 +/- 0.04888780878760735,0.6083914542247876 +/- 0.06090364919363892,0.5303882962313906 +/- 0.02530570601978736,0.5343463967246113 +/- 0.02491686934217408
280,rf,45,0.2,0.2,0.9798984783600169,0.73584229390681 +/- 0.027765714764817498,0.6584638740888741 +/- 0.044609600703763554,0.6338584091167007 +/- 0.019781175935282794,0.6357795773778084 +/- 0.020086441811713898
281,ada_rf,45,0.2,0.2,0.9798984783600169,0.739068100358423 +/- 0.02960722803358745,0.658759257717591 +/- 0.045319231952521334,0.646119845750616 +/- 0.014258963340855654,0.6487675401716018 +/- 0.014564119663221683
282,nn,45,0.2,0.2,0.9798984783600169,0.7444444444444445 +/- 0.04408044434488863,0.6839996423329756 +/- 0.054281331170943165,0.5649330544167037 +/- 0.024252114455302058,0.5824040035557284 +/- 0.02354010880727146
